Found 1892 lines with potential untranslated hardcoded Spanish:
components\Auth\LoginComponent.jsx:42 -> Contraseña es requerida | Context: newErrors.password = uiText(i18n, "Contraseña es requerida", "Password is required");
utils\i18n.js:225 -> Flujos, documentos y controles para evaluar personas, empresas y beneficiarios finales. | Context: "excerpt": "Flujos, documentos y controles para evaluar personas, empresas y beneficiarios finales.",
utils\i18n.js:231 -> 5 errores comunes en revisión documental | Context: "title": "5 errores comunes en revisión documental",
utils\i18n.js:232 -> Hallazgos frecuentes que generan retrasos, riesgo operativo o retrabajo. | Context: "excerpt": "Hallazgos frecuentes que generan retrasos, riesgo operativo o retrabajo.",
utils\i18n.js:238 -> Tendencias de cumplimiento 2026 | Context: "title": "Tendencias de cumplimiento 2026",
utils\i18n.js:239 -> Automatización, trazabilidad y evidencia como base de equipos compliance modernos. | Context: "excerpt": "Automatización, trazabilidad y evidencia como base de equipos compliance modernos.",
utils\i18n.js:245 -> Privacidad y auditoría: controles mínimos | Context: "title": "Privacidad y auditoría: controles mínimos",
utils\i18n.js:246 -> Buenas prácticas para operar con datos sensibles, bitácoras y accesos por rol. | Context: "excerpt": "Buenas prácticas para operar con datos sensibles, bitácoras y accesos por rol.",
utils\i18n.js:254 -> Buenas prácticas de cumplimiento directamente en tu inbox. | Context: "newsletterText": "Buenas prácticas de cumplimiento directamente en tu inbox.",
utils\i18n.js:260 -> NSD cumple con los más altos estándares internacionales de seguridad y privacidad. | Context: "subtitle": "NSD cumple con los más altos estándares internacionales de seguridad y privacidad.",
utils\i18n.js:266 -> Seguridad de la Información | Context: "desc": "Seguridad de la Información",
utils\i18n.js:271 -> Regulación de Protección de Datos (UE) | Context: "desc": "Regulación de Protección de Datos (UE)",
utils\i18n.js:276 -> Ley General de Protección de Datos (Brasil) | Context: "desc": "Ley General de Protección de Datos (Brasil)",
utils\i18n.js:281 -> Auditoría de Seguridad | Context: "desc": "Auditoría de Seguridad",
utils\i18n.js:289 -> Comisión Nacional Bancaria y de Valores | Context: "desc": "Comisión Nacional Bancaria y de Valores"
utils\i18n.js:293 -> Servicio de Administración Tributaria | Context: "desc": "Servicio de Administración Tributaria"
utils\i18n.js:297 -> Banco de México | Context: "desc": "Banco de México"
utils\i18n.js:301 -> Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros | Context: "desc": "Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros"
utils\i18n.js:304 -> Medidas de Seguridad | Context: "securityTitle": "Medidas de Seguridad",
utils\i18n.js:308 -> Encriptación | Context: "title": "Encriptación",
utils\i18n.js:309 -> SSL/TLS en tránsito | Context: "desc": "SSL/TLS en tránsito"
utils\i18n.js:314 -> Protección de perímetro | Context: "desc": "Protección de perímetro"
utils\i18n.js:318 -> Control de Acceso | Context: "title": "Control de Acceso",
utils\i18n.js:319 -> Autenticación segura | Context: "desc": "Autenticación segura"
utils\i18n.js:323 -> Auditorías | Context: "title": "Auditorías",
utils\i18n.js:339 -> Para solicitantes | Context: "eyebrow": "Para solicitantes",
utils\i18n.js:340 -> Llega mejor preparado antes de pedir financiamiento. | Context: "title": "Llega mejor preparado antes de pedir financiamiento.",
utils\i18n.js:341 -> NSD IF ayuda a ordenar, validar y fortalecer tu expediente antes de abrirlo a bancos, fondos, SOFOMES, fintechs o capital partners. No promete aprobación; reduce fricción y mejora la calidad de presentación. | Context: "description": "NSD IF ayuda a ordenar, validar y fortalecer tu expediente antes de abrirlo a bancos, fondos, SOFOMES, fintechs o capital partners. No promete aprobación; reduce fricción y mejora la calidad de presentación.",
utils\i18n.js:344 -> Diagnóstico | Context: "Diagnóstico",
utils\i18n.js:345 -> Captura proyecto, monto, uso de fondos, sector y etapa. | Context: "Captura proyecto, monto, uso de fondos, sector y etapa."
utils\i18n.js:348 -> Expediente | Context: "Expediente",
utils\i18n.js:349 -> Carga documentos, matriz de requisitos y data room. | Context: "Carga documentos, matriz de requisitos y data room."
utils\i18n.js:352 -> Revisión IA | Context: "Revisión IA",
utils\i18n.js:356 -> Subsanación | Context: "Subsanación",
utils\i18n.js:357 -> Corrige brechas antes de presentarte a otorgantes. | Context: "Corrige brechas antes de presentarte a otorgantes."
utils\i18n.js:360 -> Presentación | Context: "Presentación",
utils\i18n.js:361 -> Comparte expediente bajo permisos, trazabilidad y consentimiento. | Context: "Comparte expediente bajo permisos, trazabilidad y consentimiento."
utils\i18n.js:364 -> Qué recibe el solicitante | Context: "deliverablesTitle": "Qué recibe el solicitante",
utils\i18n.js:368 -> Requisitos por tipo de financiamiento, etapa, sector y monto solicitado. | Context: "Requisitos por tipo de financiamiento, etapa, sector y monto solicitado."
utils\i18n.js:371 -> Semáforo A-E | Context: "Semáforo A-E",
utils\i18n.js:372 -> Lectura ejecutiva de preparación documental, riesgos y puntos bloqueantes. | Context: "Lectura ejecutiva de preparación documental, riesgos y puntos bloqueantes."
utils\i18n.js:376 -> Expediente ordenado para compartir con permisos, vigencia y trazabilidad. | Context: "Expediente ordenado para compartir con permisos, vigencia y trazabilidad."
utils\i18n.js:379 -> Plan de subsanación | Context: "Plan de subsanación",
utils\i18n.js:380 -> Acciones concretas para cerrar brechas antes de presentar el proyecto. | Context: "Acciones concretas para cerrar brechas antes de presentar el proyecto."
utils\i18n.js:384 -> Crear expediente y preparar proyecto | Context: "ctaTitle": "Crear expediente y preparar proyecto",
utils\i18n.js:385 -> El flujo recomendado es cargar proyecto, documentos base y permitir que NSD IF marque faltantes antes de abrirlo a otorgantes. | Context: "ctaText": "El flujo recomendado es cargar proyecto, documentos base y permitir que NSD IF marque faltantes antes de abrirlo a otorgantes.",
utils\i18n.js:389 -> Para otorgantes | Context: "eyebrow": "Para otorgantes",
utils\i18n.js:390 -> Revisa proyectos mejor preparados, con evidencia y trazabilidad. | Context: "title": "Revisa proyectos mejor preparados, con evidencia y trazabilidad.",
utils\i18n.js:391 -> NSD IF no sustituye tus políticas internas. Te entrega expedientes más comparables, data rooms ordenados, scoring explicable, requerimientos trazables y memo de comité para acelerar la primera lectura. | Context: "description": "NSD IF no sustituye tus políticas internas. Te entrega expedientes más comparables, data rooms ordenados, scoring explicable, requerimientos trazables y memo de comité para acelerar la primera lectura.",
utils\i18n.js:395 -> Sector, ticket, riesgo, región, estructura y preparación. | Context: "Sector, ticket, riesgo, región, estructura y preparación."
utils\i18n.js:398 -> Data room seguro | Context: "Data room seguro",
utils\i18n.js:399 -> Documentos organizados, permisos, expiración y bitácora. | Context: "Documentos organizados, permisos, expiración y bitácora."
utils\i18n.js:403 -> Score, riesgos, requerimientos, gates y recomendación. | Context: "Score, riesgos, requerimientos, gates y recomendación."
utils\i18n.js:407 -> Solicitudes de información con evidencia trazable. | Context: "Solicitudes de información con evidencia trazable."
utils\i18n.js:410 -> Memo de comité | Context: "Memo de comité",
utils\i18n.js:411 -> Paquete ejecutivo descargable para decisión interna. | Context: "Paquete ejecutivo descargable para decisión interna."
utils\i18n.js:414 -> Flujo operativo del otorgante | Context: "flowTitle": "Flujo operativo del otorgante",
utils\i18n.js:418 -> Filtra oportunidades por sector, ticket, país, estructura, score y disponibilidad documental. | Context: "Filtra oportunidades por sector, ticket, país, estructura, score y disponibilidad documental."
utils\i18n.js:426 -> Pide información adicional con trazabilidad, responsable, vencimiento y estado de respuesta. | Context: "Pide información adicional con trazabilidad, responsable, vencimiento y estado de respuesta."
utils\i18n.js:430 -> Lleva al comité un memo compacto con recomendación, supuestos, riesgos y siguientes pasos. | Context: "Lleva al comité un memo compacto con recomendación, supuestos, riesgos y siguientes pasos."
utils\i18n.js:433 -> Señales que debe poder leer el otorgante | Context: "signalsTitle": "Señales que debe poder leer el otorgante",
utils\i18n.js:434 -> El módulo no debe quedarse en gráficas. La lectura útil para instituciones es una combinación de evidencia, brechas, score explicable y decisionabilidad. | Context: "signalsText": "El módulo no debe quedarse en gráficas. La lectura útil para instituciones es una combinación de evidencia, brechas, score explicable y decisionabilidad.",
utils\i18n.js:437 -> Riesgo documental | Context: "Riesgo documental",
utils\i18n.js:441 -> Riesgo operativo | Context: "Riesgo operativo",
utils\i18n.js:442 -> Uso de fondos poco claro, dependencia de clientes, etapa temprana o capacidad limitada. | Context: "Uso de fondos poco claro, dependencia de clientes, etapa temprana o capacidad limitada."
utils\i18n.js:445 -> Riesgo legal | Context: "Riesgo legal",
utils\i18n.js:446 -> Beneficiario controlador, poderes, contratos, garantías y cumplimiento corporativo. | Context: "Beneficiario controlador, poderes, contratos, garantías y cumplimiento corporativo."
utils\i18n.js:449 -> Riesgo internacional | Context: "Riesgo internacional",
utils\i18n.js:450 -> Moneda, jurisdicción, regulador, tratamiento de datos y requisitos transfronterizos. | Context: "Moneda, jurisdicción, regulador, tratamiento de datos y requisitos transfronterizos."
utils\i18n.js:454 -> Entrar al dashboard de otorgantes | Context: "ctaTitle": "Entrar al dashboard de otorgantes",
utils\i18n.js:455 -> En el producto interno, estas señales se conectan con oportunidades, data room, solicitudes de información y memo de comité. | Context: "ctaText": "En el producto interno, estas señales se conectan con oportunidades, data room, solicitudes de información y memo de comité.",
utils\i18n.js:460 -> Expansión internacional por fases, no por impulso. | Context: "title": "Expansión internacional por fases, no por impulso.",
utils\i18n.js:461 -> La plataforma se prepara primero para México + USA: formatos, moneda, foco regulatorio, data room, scoring explicable y disclaimers. Canadá, UK y otros mercados deben entrar después de validar pilotos, costos y revisión legal. | Context: "description": "La plataforma se prepara primero para México + USA: formatos, moneda, foco regulatorio, data room, scoring explicable y disclaimers. Canadá, UK y otros mercados deben entrar después de validar pilotos, costos y revisión legal.",
utils\i18n.js:464 -> Matriz de control transfronterizo | Context: "crossTitle": "Matriz de control transfronterizo",
utils\i18n.js:465 -> La expansión internacional debe proteger reputación y costos. Esta matriz indica dónde NSD IF puede operar como piloto, dónde solo preparar capacidades y dónde no conviene abrir sin revisión legal. | Context: "crossText": "La expansión internacional debe proteger reputación y costos. Esta matriz indica dónde NSD IF puede operar como piloto, dónde solo preparar capacidades y dónde no conviene abrir sin revisión legal.",
utils\i18n.js:466 -> Checklist antes de publicar internacional | Context: "checklistTitle": "Checklist antes de publicar internacional",
utils\i18n.js:467 -> Esta lista mantiene el lanzamiento bajo control. NSD debe avanzar por validaciones, no por cantidad de países en el menú. | Context: "checklistText": "Esta lista mantiene el lanzamiento bajo control. NSD debe avanzar por validaciones, no por cantidad de países en el menú.",
